Field_1,WEEK,WEEK_STARTING,WEEKLY ENPLANEMENTS,ORDER,WEEKLY_ENPLANEMENTS2
11,12,"Mar 19, 2019",17538236,7,
12,13,"Mar 26, 2019",17267031,7,
13,14,"Apr 02, 2019",13137411,7,
14,15,"Apr 09, 2019",13554127,7,
15,16,"Apr 16, 2019",13032601,7,
16,17,"Apr 23, 2019",13436586,7,
17,18,"Apr 30, 2019",13777275,7,
18,19,"May 07, 2019",17662448,7,
19,20,"May 14, 2019",18094474,7,
20,21,"May 21, 2019",17414930,7,
21,22,"May 28, 2019",18194149,7,
22,23,"Jun 04, 2019",18104387,7,
23,24,"Jun 11, 2019",18321170,7,
24,25,"Jun 18, 2019",18624071,7,
25,26,"Jun 25, 2019",17741372,7,
26,27,"Jul 02, 2019",13836482,7,
27,28,"Jul 09, 2019",15338763,7,
28,29,"Jul 16, 2019",15570231,7,
29,30,"Jul 23, 2019",15205399,7,
30,31,"Jul 30, 2019",15333126,7,
31,32,"Aug 06, 2019",18483701,7,
32,33,"Aug 13, 2019",18393692,7,
33,34,"Aug 20, 2019",18386497,7,
34,35,"Aug 27, 2019",17454110,7,
35,36,"Sep 03, 2019",15776335,7,
36,37,"Sep 10, 2019",16512127,7,
37,38,"Sep 17, 2019",16559505,7,
38,39,"Sep 24, 2019",15133034,7,
39,40,"Oct 01, 2019",15962941,7,
40,41,"Oct 08, 2019",14112240,7,
41,42,"Oct 15, 2019",14049447,7,
42,43,"Oct 22, 2019",13308128,7,
43,44,"Oct 29, 2019",12489245,7,
44,45,"Nov 05, 2019",16975283,7,
45,46,"Nov 12, 2019",16579586,7,
46,47,"Nov 19, 2019",15990755,7,
47,48,"Nov 26, 2019",15271377,7,
48,49,"Dec 03, 2019",15406031,7,
49,50,"Dec 10, 2019",15219673,7,
50,51,"Dec 17, 2019",15436205,7,
51,52,"Dec 24, 2019",11947567,7,
52,53,"Dec 31, 2019",11709524,7,
53,54,"Jan 07, 2020",15678848,7,
54,55,"Jan 14, 2020",15717139,7,
55,56,"Jan 21, 2020",15510993,7,
56,57,"Jan 28, 2020",14704020,7,
57,58,"Feb 04, 2020",15622940,7,
58,59,"Feb 11, 2020",15633051,7,
59,60,"Feb 18, 2020",15607773,7,
60,61,"Feb 25, 2020",12986236,7,
61,62,"Mar 03, 2020",11743057,7,
62,63,"Mar 10, 2020",10010525,7,
63,64,"Mar 17, 2020",5801695,7,
64,65,"Mar 24, 2020",3741609,7,
65,66,"Mar 31, 2020",3114114,7,
66,67,"Apr 07, 2020",670239,7,
67,68,"Apr 14, 2020",683551,7,
68,69,"Apr 21, 2020",731575,7,
69,70,"Apr 28, 2020",791635,7,
70,71,"May 05, 2020",1766309,7,
71,72,"May 12, 2020",1899899,7,
72,73,"May 19, 2020",1977067,7,
73,74,"May 26, 2020",2217724,7,
74,75,"Jun 02, 2020",3154688,7,
75,76,"Jun 09, 2020",3218990,7,
76,77,"Jun 16, 2020",3223705,7,
77,78,"Jun 23, 2020",3286039,7,
78,79,"Jun 30, 2020",3248578,7,
79,80,"Jul 07, 2020",5918477,7,
80,81,"Jul 14, 2020",5783906,7,
81,82,"Jul 21, 2020",5601257,7,
82,83,"Jul 28, 2020",5575360,7,
83,84,"Aug 04, 2020",5915960,7,
84,85,"Aug 11, 2020",6000023,7,
85,86,"Aug 18, 2020",5959957,7,
86,87,"Aug 25, 2020",6034060,7,
87,88,"Sep 01, 2020",4931128,7,
88,89,"Sep 08, 2020",4941808,7,
89,90,"Sep 15, 2020",4742261,7,
90,91,"Sep 22, 2020",4672608,7,
91,92,"Sep 29, 2020",4566195,7,
92,93,"Oct 06, 2020",6997989,7,
93,94,"Oct 13, 2020",7145767,7,
94,95,"Oct 20, 2020",7099136,7,
95,96,"Oct 27, 2020",6784109,7,
96,97,"Nov 03, 2020",6888241,7,
97,98,"Nov 10, 2020",6886665,7,
98,99,"Nov 17, 2020",6502345,7,
99,100,"Nov 24, 2020",6016749,7,
100,101,"Dec 01, 2020",5872898,7,
101,102,"Dec 08, 2020",5627109,7,
102,103,"Dec 15, 2020",5722088,7,
103,104,"Dec 22, 2020",4980400,7,
0,1,"Jan 01, 2019",11231295,8,11231295
1,2,"Jan 08, 2019",11388166,8,11388166
2,3,"Jan 15, 2019",11761584,8,11761584
3,4,"Jan 22, 2019",12054677,8,12054677
4,5,"Jan 29, 2019",11598279,8,11598279
5,6,"Feb 05, 2019",13428399,8,13428399
6,7,"Feb 12, 2019",13690390,8,13690390
7,8,"Feb 19, 2019",14236064,8,14236064
8,9,"Feb 26, 2019",14324147,8,
9,10,"Mar 05, 2019",17473008,8,
10,11,"Mar 12, 2019",17955725,8,
11,12,"Mar 19, 2019",17538236,8,
12,13,"Mar 26, 2019",17267031,8,
13,14,"Apr 02, 2019",13137411,8,
14,15,"Apr 09, 2019",13554127,8,
15,16,"Apr 16, 2019",13032601,8,
16,17,"Apr 23, 2019",13436586,8,
17,18,"Apr 30, 2019",13777275,8,
18,19,"May 07, 2019",17662448,8,
19,20,"May 14, 2019",18094474,8,
20,21,"May 21, 2019",17414930,8,
21,22,"May 28, 2019",18194149,8,
22,23,"Jun 04, 2019",18104387,8,
23,24,"Jun 11, 2019",18321170,8,
24,25,"Jun 18, 2019",18624071,8,
25,26,"Jun 25, 2019",17741372,8,
26,27,"Jul 02, 2019",13836482,8,
27,28,"Jul 09, 2019",15338763,8,
28,29,"Jul 16, 2019",15570231,8,
29,30,"Jul 23, 2019",15205399,8,
30,31,"Jul 30, 2019",15333126,8,
31,32,"Aug 06, 2019",18483701,8,
32,33,"Aug 13, 2019",18393692,8,
33,34,"Aug 20, 2019",18386497,8,
34,35,"Aug 27, 2019",17454110,8,
35,36,"Sep 03, 2019",15776335,8,
36,37,"Sep 10, 2019",16512127,8,
37,38,"Sep 17, 2019",16559505,8,
38,39,"Sep 24, 2019",15133034,8,
39,40,"Oct 01, 2019",15962941,8,
40,41,"Oct 08, 2019",14112240,8,
41,42,"Oct 15, 2019",14049447,8,
42,43,"Oct 22, 2019",13308128,8,
43,44,"Oct 29, 2019",12489245,8,
44,45,"Nov 05, 2019",16975283,8,
45,46,"Nov 12, 2019",16579586,8,
46,47,"Nov 19, 2019",15990755,8,
47,48,"Nov 26, 2019",15271377,8,
48,49,"Dec 03, 2019",15406031,8,
49,50,"Dec 10, 2019",15219673,8,
50,51,"Dec 17, 2019",15436205,8,
51,52,"Dec 24, 2019",11947567,8,
52,53,"Dec 31, 2019",11709524,8,
53,54,"Jan 07, 2020",15678848,8,
54,55,"Jan 14, 2020",15717139,8,
55,56,"Jan 21, 2020",15510993,8,
56,57,"Jan 28, 2020",14704020,8,
57,58,"Feb 04, 2020",15622940,8,
58,59,"Feb 11, 2020",15633051,8,
59,60,"Feb 18, 2020",15607773,8,
60,61,"Feb 25, 2020",12986236,8,
61,62,"Mar 03, 2020",11743057,8,
62,63,"Mar 10, 2020",10010525,8,
63,64,"Mar 17, 2020",5801695,8,
64,65,"Mar 24, 2020",3741609,8,
65,66,"Mar 31, 2020",3114114,8,
66,67,"Apr 07, 2020",670239,8,
67,68,"Apr 14, 2020",683551,8,
68,69,"Apr 21, 2020",731575,8,
69,70,"Apr 28, 2020",791635,8,
70,71,"May 05, 2020",1766309,8,
71,72,"May 12, 2020",1899899,8,
72,73,"May 19, 2020",1977067,8,
73,74,"May 26, 2020",2217724,8,
74,75,"Jun 02, 2020",3154688,8,
75,76,"Jun 09, 2020",3218990,8,
76,77,"Jun 16, 2020",3223705,8,
77,78,"Jun 23, 2020",3286039,8,
78,79,"Jun 30, 2020",3248578,8,
79,80,"Jul 07, 2020",5918477,8,
80,81,"Jul 14, 2020",5783906,8,
81,82,"Jul 21, 2020",5601257,8,
82,83,"Jul 28, 2020",5575360,8,
83,84,"Aug 04, 2020",5915960,8,
84,85,"Aug 11, 2020",6000023,8,
85,86,"Aug 18, 2020",5959957,8,
86,87,"Aug 25, 2020",6034060,8,
87,88,"Sep 01, 2020",4931128,8,
88,89,"Sep 08, 2020",4941808,8,
89,90,"Sep 15, 2020",4742261,8,
90,91,"Sep 22, 2020",4672608,8,
91,92,"Sep 29, 2020",4566195,8,
92,93,"Oct 06, 2020",6997989,8,
93,94,"Oct 13, 2020",7145767,8,
94,95,"Oct 20, 2020",7099136,8,
95,96,"Oct 27, 2020",6784109,8,
96,97,"Nov 03, 2020",6888241,8,
97,98,"Nov 10, 2020",6886665,8,
98,99,"Nov 17, 2020",6502345,8,
99,100,"Nov 24, 2020",6016749,8,
100,101,"Dec 01, 2020",5872898,8,
101,102,"Dec 08, 2020",5627109,8,
102,103,"Dec 15, 2020",5722088,8,
103,104,"Dec 22, 2020",4980400,8,
0,1,"Jan 01, 2019",11231295,9,11231295
1,2,"Jan 08, 2019",11388166,9,11388166
2,3,"Jan 15, 2019",11761584,9,11761584
3,4,"Jan 22, 2019",12054677,9,12054677
4,5,"Jan 29, 2019",11598279,9,11598279
5,6,"Feb 05, 2019",13428399,9,13428399
6,7,"Feb 12, 2019",13690390,9,13690390
7,8,"Feb 19, 2019",14236064,9,14236064
8,9,"Feb 26, 2019",14324147,9,14324147
9,10,"Mar 05, 2019",17473008,9,
10,11,"Mar 12, 2019",17955725,9,
11,12,"Mar 19, 2019",17538236,9,
12,13,"Mar 26, 2019",17267031,9,
13,14,"Apr 02, 2019",13137411,9,
14,15,"Apr 09, 2019",13554127,9,
15,16,"Apr 16, 2019",13032601,9,
16,17,"Apr 23, 2019",13436586,9,
17,18,"Apr 30, 2019",13777275,9,
18,19,"May 07, 2019",17662448,9,
19,20,"May 14, 2019",18094474,9,
20,21,"May 21, 2019",17414930,9,
21,22,"May 28, 2019",18194149,9,
22,23,"Jun 04, 2019",18104387,9,
23,24,"Jun 11, 2019",18321170,9,
24,25,"Jun 18, 2019",18624071,9,
25,26,"Jun 25, 2019",17741372,9,
26,27,"Jul 02, 2019",13836482,9,
27,28,"Jul 09, 2019",15338763,9,
28,29,"Jul 16, 2019",15570231,9,
29,30,"Jul 23, 2019",15205399,9,
30,31,"Jul 30, 2019",15333126,9,
31,32,"Aug 06, 2019",18483701,9,
32,33,"Aug 13, 2019",18393692,9,
33,34,"Aug 20, 2019",18386497,9,
34,35,"Aug 27, 2019",17454110,9,
35,36,"Sep 03, 2019",15776335,9,
36,37,"Sep 10, 2019",16512127,9,
37,38,"Sep 17, 2019",16559505,9,
38,39,"Sep 24, 2019",15133034,9,
39,40,"Oct 01, 2019",15962941,9,
40,41,"Oct 08, 2019",14112240,9,
41,42,"Oct 15, 2019",14049447,9,
42,43,"Oct 22, 2019",13308128,9,
43,44,"Oct 29, 2019",12489245,9,
44,45,"Nov 05, 2019",16975283,9,
45,46,"Nov 12, 2019",16579586,9,
46,47,"Nov 19, 2019",15990755,9,
47,48,"Nov 26, 2019",15271377,9,
48,49,"Dec 03, 2019",15406031,9,
49,50,"Dec 10, 2019",15219673,9,
50,51,"Dec 17, 2019",15436205,9,
51,52,"Dec 24, 2019",11947567,9,
52,53,"Dec 31, 2019",11709524,9,
53,54,"Jan 07, 2020",15678848,9,
54,55,"Jan 14, 2020",15717139,9,
55,56,"Jan 21, 2020",15510993,9,
56,57,"Jan 28, 2020",14704020,9,
57,58,"Feb 04, 2020",15622940,9,
58,59,"Feb 11, 2020",15633051,9,
59,60,"Feb 18, 2020",15607773,9,
60,61,"Feb 25, 2020",12986236,9,
61,62,"Mar 03, 2020",11743057,9,
62,63,"Mar 10, 2020",10010525,9,
63,64,"Mar 17, 2020",5801695,9,
64,65,"Mar 24, 2020",3741609,9,
65,66,"Mar 31, 2020",3114114,9,
66,67,"Apr 07, 2020",670239,9,
67,68,"Apr 14, 2020",683551,9,
68,69,"Apr 21, 2020",731575,9,
69,70,"Apr 28, 2020",791635,9,
70,71,"May 05, 2020",1766309,9,
71,72,"May 12, 2020",1899899,9,
72,73,"May 19, 2020",1977067,9,
73,74,"May 26, 2020",2217724,9,
74,75,"Jun 02, 2020",3154688,9,
75,76,"Jun 09, 2020",3218990,9,
76,77,"Jun 16, 2020",3223705,9,
77,78,"Jun 23, 2020",3286039,9,
78,79,"Jun 30, 2020",3248578,9,
79,80,"Jul 07, 2020",5918477,9,
80,81,"Jul 14, 2020",5783906,9,
81,82,"Jul 21, 2020",5601257,9,
82,83,"Jul 28, 2020",5575360,9,
83,84,"Aug 04, 2020",5915960,9,
84,85,"Aug 11, 2020",6000023,9,
85,86,"Aug 18, 2020",5959957,9,
86,87,"Aug 25, 2020",6034060,9,
87,88,"Sep 01, 2020",4931128,9,
88,89,"Sep 08, 2020",4941808,9,
89,90,"Sep 15, 2020",4742261,9,
90,91,"Sep 22, 2020",4672608,9,
91,92,"Sep 29, 2020",4566195,9,
92,93,"Oct 06, 2020",6997989,9,
93,94,"Oct 13, 2020",7145767,9,
94,95,"Oct 20, 2020",7099136,9,
95,96,"Oct 27, 2020",6784109,9,
96,97,"Nov 03, 2020",6888241,9,
97,98,"Nov 10, 2020",6886665,9,
98,99,"Nov 17, 2020",6502345,9,
99,100,"Nov 24, 2020",6016749,9,
100,101,"Dec 01, 2020",5872898,9,
101,102,"Dec 08, 2020",5627109,9,
102,103,"Dec 15, 2020",5722088,9,
103,104,"Dec 22, 2020",4980400,9,
0,1,"Jan 01, 2019",11231295,10,11231295
1,2,"Jan 08, 2019",11388166,10,11388166
2,3,"Jan 15, 2019",11761584,10,11761584
3,4,"Jan 22, 2019",12054677,10,12054677
4,5,"Jan 29, 2019",11598279,10,11598279
5,6,"Feb 05, 2019",13428399,10,13428399
6,7,"Feb 12, 2019",13690390,10,13690390
7,8,"Feb 19, 2019",14236064,10,14236064
8,9,"Feb 26, 2019",14324147,10,14324147
9,10,"Mar 05, 2019",17473008,10,17473008
10,11,"Mar 12, 2019",17955725,10,
11,12,"Mar 19, 2019",17538236,10,
12,13,"Mar 26, 2019",17267031,10,
13,14,"Apr 02, 2019",13137411,10,
14,15,"Apr 09, 2019",13554127,10,
15,16,"Apr 16, 2019",13032601,10,
16,17,"Apr 23, 2019",13436586,10,
17,18,"Apr 30, 2019",13777275,10,
18,19,"May 07, 2019",17662448,10,
19,20,"May 14, 2019",18094474,10,
20,21,"May 21, 2019",17414930,10,
21,22,"May 28, 2019",18194149,10,
22,23,"Jun 04, 2019",18104387,10,
23,24,"Jun 11, 2019",18321170,10,
24,25,"Jun 18, 2019",18624071,10,
25,26,"Jun 25, 2019",17741372,10,
26,27,"Jul 02, 2019",13836482,10,
27,28,"Jul 09, 2019",15338763,10,
28,29,"Jul 16, 2019",15570231,10,
29,30,"Jul 23, 2019",15205399,10,
30,31,"Jul 30, 2019",15333126,10,
31,32,"Aug 06, 2019",18483701,10,
32,33,"Aug 13, 2019",18393692,10,
33,34,"Aug 20, 2019",18386497,10,
34,35,"Aug 27, 2019",17454110,10,
35,36,"Sep 03, 2019",15776335,10,
36,37,"Sep 10, 2019",16512127,10,
37,38,"Sep 17, 2019",16559505,10,
38,39,"Sep 24, 2019",15133034,10,
39,40,"Oct 01, 2019",15962941,10,
40,41,"Oct 08, 2019",14112240,10,
41,42,"Oct 15, 2019",14049447,10,
42,43,"Oct 22, 2019",13308128,10,
43,44,"Oct 29, 2019",12489245,10,
44,45,"Nov 05, 2019",16975283,10,
45,46,"Nov 12, 2019",16579586,10,
46,47,"Nov 19, 2019",15990755,10,
47,48,"Nov 26, 2019",15271377,10,
48,49,"Dec 03, 2019",15406031,10,
49,50,"Dec 10, 2019",15219673,10,
50,51,"Dec 17, 2019",15436205,10,
51,52,"Dec 24, 2019",11947567,10,
52,53,"Dec 31, 2019",11709524,10,
53,54,"Jan 07, 2020",15678848,10,
54,55,"Jan 14, 2020",15717139,10,
55,56,"Jan 21, 2020",15510993,10,
56,57,"Jan 28, 2020",14704020,10,
57,58,"Feb 04, 2020",15622940,10,
58,59,"Feb 11, 2020",15633051,10,
59,60,"Feb 18, 2020",15607773,10,
60,61,"Feb 25, 2020",12986236,10,
61,62,"Mar 03, 2020",11743057,10,
62,63,"Mar 10, 2020",10010525,10,
63,64,"Mar 17, 2020",5801695,10,
64,65,"Mar 24, 2020",3741609,10,
65,66,"Mar 31, 2020",3114114,10,
66,67,"Apr 07, 2020",670239,10,
67,68,"Apr 14, 2020",683551,10,
68,69,"Apr 21, 2020",731575,10,
69,70,"Apr 28, 2020",791635,10,
70,71,"May 05, 2020",1766309,10,
71,72,"May 12, 2020",1899899,10,
72,73,"May 19, 2020",1977067,10,
73,74,"May 26, 2020",2217724,10,
74,75,"Jun 02, 2020",3154688,10,
75,76,"Jun 09, 2020",3218990,10,
76,77,"Jun 16, 2020",3223705,10,
77,78,"Jun 23, 2020",3286039,10,
78,79,"Jun 30, 2020",3248578,10,
79,80,"Jul 07, 2020",5918477,10,
80,81,"Jul 14, 2020",5783906,10,
81,82,"Jul 21, 2020",5601257,10,
82,83,"Jul 28, 2020",5575360,10,
83,84,"Aug 04, 2020",5915960,10,
84,85,"Aug 11, 2020",6000023,10,
85,86,"Aug 18, 2020",5959957,10,
86,87,"Aug 25, 2020",6034060,10,
87,88,"Sep 01, 2020",4931128,10,
88,89,"Sep 08, 2020",4941808,10,
89,90,"Sep 15, 2020",4742261,10,
90,91,"Sep 22, 2020",4672608,10,
91,92,"Sep 29, 2020",4566195,10,
92,93,"Oct 06, 2020",6997989,10,
93,94,"Oct 13, 2020",7145767,10,
94,95,"Oct 20, 2020",7099136,10,
95,96,"Oct 27, 2020",6784109,10,
96,97,"Nov 03, 2020",6888241,10,
97,98,"Nov 10, 2020",6886665,10,
98,99,"Nov 17, 2020",6502345,10,
99,100,"Nov 24, 2020",6016749,10,
100,101,"Dec 01, 2020",5872898,10,
101,102,"Dec 08, 2020",5627109,10,
102,103,"Dec 15, 2020",5722088,10,
103,104,"Dec 22, 2020",4980400,10,
0,1,"Jan 01, 2019",11231295,11,11231295
1,2,"Jan 08, 2019",11388166,11,11388166
2,3,"Jan 15, 2019",11761584,11,11761584
3,4,"Jan 22, 2019",12054677,11,12054677
4,5,"Jan 29, 2019",11598279,11,11598279
5,6,"Feb 05, 2019",13428399,11,13428399
6,7,"Feb 12, 2019",13690390,11,13690390
7,8,"Feb 19, 2019",14236064,11,14236064
8,9,"Feb 26, 2019",14324147,11,14324147
9,10,"Mar 05, 2019",17473008,11,17473008
10,11,"Mar 12, 2019",17955725,11,17955725
11,12,"Mar 19, 2019",17538236,11,
12,13,"Mar 26, 2019",17267031,11,
13,14,"Apr 02, 2019",13137411,11,
14,15,"Apr 09, 2019",13554127,11,
15,16,"Apr 16, 2019",13032601,11,
16,17,"Apr 23, 2019",13436586,11,
17,18,"Apr 30, 2019",13777275,11,
18,19,"May 07, 2019",17662448,11,
19,20,"May 14, 2019",18094474,11,
20,21,"May 21, 2019",17414930,11,
21,22,"May 28, 2019",18194149,11,
22,23,"Jun 04, 2019",18104387,11,
23,24,"Jun 11, 2019",18321170,11,
24,25,"Jun 18, 2019",18624071,11,
25,26,"Jun 25, 2019",17741372,11,
26,27,"Jul 02, 2019",13836482,11,
27,28,"Jul 09, 2019",15338763,11,
28,29,"Jul 16, 2019",15570231,11,
29,30,"Jul 23, 2019",15205399,11,
30,31,"Jul 30, 2019",15333126,11,
31,32,"Aug 06, 2019",18483701,11,
32,33,"Aug 13, 2019",18393692,11,
33,34,"Aug 20, 2019",18386497,11,
34,35,"Aug 27, 2019",17454110,11,
35,36,"Sep 03, 2019",15776335,11,
36,37,"Sep 10, 2019",16512127,11,
37,38,"Sep 17, 2019",16559505,11,
38,39,"Sep 24, 2019",15133034,11,
39,40,"Oct 01, 2019",15962941,11,
40,41,"Oct 08, 2019",14112240,11,
41,42,"Oct 15, 2019",14049447,11,
42,43,"Oct 22, 2019",13308128,11,
43,44,"Oct 29, 2019",12489245,11,
44,45,"Nov 05, 2019",16975283,11,
45,46,"Nov 12, 2019",16579586,11,
46,47,"Nov 19, 2019",15990755,11,
47,48,"Nov 26, 2019",15271377,11,
48,49,"Dec 03, 2019",15406031,11,
49,50,"Dec 10, 2019",15219673,11,
50,51,"Dec 17, 2019",15436205,11,
51,52,"Dec 24, 2019",11947567,11,
52,53,"Dec 31, 2019",11709524,11,
53,54,"Jan 07, 2020",15678848,11,
54,55,"Jan 14, 2020",15717139,11,
55,56,"Jan 21, 2020",15510993,11,
56,57,"Jan 28, 2020",14704020,11,
57,58,"Feb 04, 2020",15622940,11,
58,59,"Feb 11, 2020",15633051,11,
59,60,"Feb 18, 2020",15607773,11,
60,61,"Feb 25, 2020",12986236,11,
61,62,"Mar 03, 2020",11743057,11,
62,63,"Mar 10, 2020",10010525,11,
63,64,"Mar 17, 2020",5801695,11,
64,65,"Mar 24, 2020",3741609,11,
65,66,"Mar 31, 2020",3114114,11,
66,67,"Apr 07, 2020",670239,11,
67,68,"Apr 14, 2020",683551,11,
68,69,"Apr 21, 2020",731575,11,
69,70,"Apr 28, 2020",791635,11,
70,71,"May 05, 2020",1766309,11,
71,72,"May 12, 2020",1899899,11,
72,73,"May 19, 2020",1977067,11,
73,74,"May 26, 2020",2217724,11,
74,75,"Jun 02, 2020",3154688,11,
75,76,"Jun 09, 2020",3218990,11,
76,77,"Jun 16, 2020",3223705,11,
77,78,"Jun 23, 2020",3286039,11,
78,79,"Jun 30, 2020",3248578,11,
79,80,"Jul 07, 2020",5918477,11,
80,81,"Jul 14, 2020",5783906,11,
81,82,"Jul 21, 2020",5601257,11,
82,83,"Jul 28, 2020",5575360,11,
83,84,"Aug 04, 2020",5915960,11,
84,85,"Aug 11, 2020",6000023,11,
85,86,"Aug 18, 2020",5959957,11,
86,87,"Aug 25, 2020",6034060,11,
87,88,"Sep 01, 2020",4931128,11,
88,89,"Sep 08, 2020",4941808,11,
89,90,"Sep 15, 2020",4742261,11,
90,91,"Sep 22, 2020",4672608,11,
91,92,"Sep 29, 2020",4566195,11,
92,93,"Oct 06, 2020",6997989,11,
93,94,"Oct 13, 2020",7145767,11,
94,95,"Oct 20, 2020",7099136,11,
95,96,"Oct 27, 2020",6784109,11,
96,97,"Nov 03, 2020",6888241,11,
97,98,"Nov 10, 2020",6886665,11,
98,99,"Nov 17, 2020",6502345,11,
99,100,"Nov 24, 2020",6016749,11,
100,101,"Dec 01, 2020",5872898,11,
101,102,"Dec 08, 2020",5627109,11,
102,103,"Dec 15, 2020",5722088,11,
103,104,"Dec 22, 2020",4980400,11,
0,1,"Jan 01, 2019",11231295,12,11231295
1,2,"Jan 08, 2019",11388166,12,11388166
2,3,"Jan 15, 2019",11761584,12,11761584
3,4,"Jan 22, 2019",12054677,12,12054677
4,5,"Jan 29, 2019",11598279,12,11598279
5,6,"Feb 05, 2019",13428399,12,13428399
6,7,"Feb 12, 2019",13690390,12,13690390
7,8,"Feb 19, 2019",14236064,12,14236064
8,9,"Feb 26, 2019",14324147,12,14324147
9,10,"Mar 05, 2019",17473008,12,17473008
10,11,"Mar 12, 2019",17955725,12,17955725
11,12,"Mar 19, 2019",17538236,12,17538236
12,13,"Mar 26, 2019",17267031,12,
13,14,"Apr 02, 2019",13137411,12,
14,15,"Apr 09, 2019",13554127,12,
15,16,"Apr 16, 2019",13032601,12,
16,17,"Apr 23, 2019",13436586,12,
17,18,"Apr 30, 2019",13777275,12,
18,19,"May 07, 2019",17662448,12,
19,20,"May 14, 2019",18094474,12,
20,21,"May 21, 2019",17414930,12,
21,22,"May 28, 2019",18194149,12,
22,23,"Jun 04, 2019",18104387,12,
23,24,"Jun 11, 2019",18321170,12,
24,25,"Jun 18, 2019",18624071,12,
25,26,"Jun 25, 2019",17741372,12,
26,27,"Jul 02, 2019",13836482,12,
27,28,"Jul 09, 2019",15338763,12,
28,29,"Jul 16, 2019",15570231,12,
29,30,"Jul 23, 2019",15205399,12,
30,31,"Jul 30, 2019",15333126,12,
31,32,"Aug 06, 2019",18483701,12,
32,33,"Aug 13, 2019",18393692,12,
33,34,"Aug 20, 2019",18386497,12,
34,35,"Aug 27, 2019",17454110,12,
35,36,"Sep 03, 2019",15776335,12,
36,37,"Sep 10, 2019",16512127,12,
37,38,"Sep 17, 2019",16559505,12,
38,39,"Sep 24, 2019",15133034,12,
39,40,"Oct 01, 2019",15962941,12,
40,41,"Oct 08, 2019",14112240,12,
41,42,"Oct 15, 2019",14049447,12,
42,43,"Oct 22, 2019",13308128,12,
43,44,"Oct 29, 2019",12489245,12,
44,45,"Nov 05, 2019",16975283,12,
45,46,"Nov 12, 2019",16579586,12,
46,47,"Nov 19, 2019",15990755,12,
47,48,"Nov 26, 2019",15271377,12,
48,49,"Dec 03, 2019",15406031,12,
49,50,"Dec 10, 2019",15219673,12,
50,51,"Dec 17, 2019",15436205,12,
51,52,"Dec 24, 2019",11947567,12,
52,53,"Dec 31, 2019",11709524,12,
53,54,"Jan 07, 2020",15678848,12,
54,55,"Jan 14, 2020",15717139,12,
55,56,"Jan 21, 2020",15510993,12,
56,57,"Jan 28, 2020",14704020,12,
57,58,"Feb 04, 2020",15622940,12,
58,59,"Feb 11, 2020",15633051,12,
59,60,"Feb 18, 2020",15607773,12,
60,61,"Feb 25, 2020",12986236,12,
61,62,"Mar 03, 2020",11743057,12,
62,63,"Mar 10, 2020",10010525,12,
63,64,"Mar 17, 2020",5801695,12,
64,65,"Mar 24, 2020",3741609,12,
65,66,"Mar 31, 2020",3114114,12,
66,67,"Apr 07, 2020",670239,12,
67,68,"Apr 14, 2020",683551,12,
68,69,"Apr 21, 2020",731575,12,
69,70,"Apr 28, 2020",791635,12,
70,71,"May 05, 2020",1766309,12,
71,72,"May 12, 2020",1899899,12,
72,73,"May 19, 2020",1977067,12,
73,74,"May 26, 2020",2217724,12,
74,75,"Jun 02, 2020",3154688,12,
75,76,"Jun 09, 2020",3218990,12,
76,77,"Jun 16, 2020",3223705,12,
77,78,"Jun 23, 2020",3286039,12,
78,79,"Jun 30, 2020",3248578,12,
79,80,"Jul 07, 2020",5918477,12,
80,81,"Jul 14, 2020",5783906,12,
81,82,"Jul 21, 2020",5601257,12,
82,83,"Jul 28, 2020",5575360,12,
83,84,"Aug 04, 2020",5915960,12,
84,85,"Aug 11, 2020",6000023,12,
85,86,"Aug 18, 2020",5959957,12,
86,87,"Aug 25, 2020",6034060,12,
87,88,"Sep 01, 2020",4931128,12,
88,89,"Sep 08, 2020",4941808,12,
89,90,"Sep 15, 2020",4742261,12,
90,91,"Sep 22, 2020",4672608,12,
91,92,"Sep 29, 2020",4566195,12,
92,93,"Oct 06, 2020",6997989,12,
93,94,"Oct 13, 2020",7145767,12,
94,95,"Oct 20, 2020",7099136,12,
95,96,"Oct 27, 2020",6784109,12,
96,97,"Nov 03, 2020",6888241,12,
97,98,"Nov 10, 2020",6886665,12,
98,99,"Nov 17, 2020",6502345,12,
99,100,"Nov 24, 2020",6016749,12,
100,101,"Dec 01, 2020",5872898,12,
101,102,"Dec 08, 2020",5627109,12,
102,103,"Dec 15, 2020",5722088,12,
103,104,"Dec 22, 2020",4980400,12,
0,1,"Jan 01, 2019",11231295,13,11231295
1,2,"Jan 08, 2019",11388166,13,11388166
2,3,"Jan 15, 2019",11761584,13,11761584
3,4,"Jan 22, 2019",12054677,13,12054677
4,5,"Jan 29, 2019",11598279,13,11598279
5,6,"Feb 05, 2019",13428399,13,13428399
6,7,"Feb 12, 2019",13690390,13,13690390
7,8,"Feb 19, 2019",14236064,13,14236064
8,9,"Feb 26, 2019",14324147,13,14324147
9,10,"Mar 05, 2019",17473008,13,17473008
10,11,"Mar 12, 2019",17955725,13,17955725
11,12,"Mar 19, 2019",17538236,13,17538236
12,13,"Mar 26, 2019",17267031,13,17267031
13,14,"Apr 02, 2019",13137411,13,
14,15,"Apr 09, 2019",13554127,13,
15,16,"Apr 16, 2019",13032601,13,
16,17,"Apr 23, 2019",13436586,13,
